padron;deuda;pagado;superficie;valuacion_yb;valucion_smt
480633;2876;1369;571;129567;240996
480634;3444;0;619;368051;684575
480635;4403;0;537;57423;106807
480637;1996;744;537;57423;106807
480638;3342;3342;537;224432;417444
480645;540;0;280;19796;36822
480689;864;0;300;7900;84474
480743;540;0;300;1;196400
480747;3405;0;411;150240;279447
480748;1407;0;414;72178;134251
480749;573;0;414;25123;582225
48075;515;0;8300;3400;8715
480752;1806;1806;406;120784;224659
480753;4997;0;450;349985;650973
480754;705;0;675;59563;110787
480755;5586;0;737;551150;1025140
480758;2715;0;981;55380;103007
480759;2678;0;1170;52321;97317
480760;5046;2644;919;59222;110154
480761;5189;0;889;414547;771059
480762;4923;1851;4318;158791;295351
480764;428;150;385;25601;47618
480765;428;150;385;25601;47618
480766;2882;1375;385;131224;244076
480767;515;200;385;25601;47618
480768;1334;128;385;65997;122754
480769;2319;1205;385;113828;211721
480770;801;0;412;36211;67353
480772;647;0;377;28977;53897
480773;4422;1272;384;225561;419544
480774;1025;1025;2182;83518;155343
480775;3671;3671;1960;150501;279931
480776;3560;0;306;216127;401996
480777;4198;0;306;106641;198352
480778;540;0;306;21074;39199
480779;3487;0;306;82574;153589
480780;3437;0;306;163049;303271
480781;3553;0;306;88763;165099
480788;4917;0;558;323436;601592
480789;4038;0;500;44190;82194
480792;5286;0;811;448140;833541
480793;3380;1278;802;235229;437527
480794;7278;0;794;215788;401366
480795;4084;0;2012;437701;814124
480798;4965;0;458;339721;631882
480799;6215;0;534;95528;177682
480800;1378;1378;468;100795;187479
480801;3924;0;465;370264;688691
480802;3163;3163;585;261249;485923
480803;3560;652;577;216704;403069
480804;871;444;585;39227;72963
480805;2470;1333;585;119803;222834
480806;2944;0;585;143949;267746
480807;2899;0;724;134441;250061
480808;549;0;737;43444;80806
480809;797;0;585;35958;66882
480810;3608;825;585;235787;438565
480811;2894;0;585;133861;248982
480812;2776;2776;585;327814;609735
480813;2230;949;585;101062;231480
480814;3464;0;0;175672;69624
480815;3598;0;468;230105;427996
480816;4553;0;422;200639;373190
480817;1598;1598;498;348944;649036
480818;305;305;468;49772;92577
480819;2369;107;468;105014;195327
480820;3523;3523;585;252467;469590
480821;2967;0;585;148828;276821
480822;763;0;585;35958;66882
480823;3731;0;585;289835;539093
480824;4695;0;585;218550;406504
480825;2171;0;586;77449;144055
480826;7439;0;585;233497;434305
480827;6161;0;585;88942;165433
480828;6188;0;585;92191;171476
480829;2201;584;585;116716;217093
480830;864;480;585;35958;66882
480831;3836;0;585;35958;66882
480832;2119;0;468;109898;204411
480833;1304;666;468;29420;54721
480835;540;0;390;11100;196654
480845;2974;2974;703;189339;352171
480850;2267;0;299;91512;170213
480851;2305;0;433;96281;179083
480852;2514;2514;441;178972;332888
480853;2246;0;479;87598;162933
480854;3496;0;478;82991;154364
480855;903;0;476;40647;75603
480856;4267;0;502;120687;224477
480857;477;477;524;28848;53658
480858;540;0;513;23718;44115
480859;3415;626;500;154577;287513
480860;1462;1462;500;205042;381379
480861;3624;0;500;244237;454282
480862;3458;0;500;174193;324000
480863;2492;0;500;122897;228588
480864;2927;0;500;140858;261997
480865;404;404;309;43778;81428
480866;1759;1759;311;111550;207484
480867;3421;0;313;155789;289769
480869;4740;0;591;261551;486485
480870;3812;0;592;172191;320276
480871;2668;1315;529;123440;229598
480873;3469;0;501;176138;327617
480874;2211;699;483;136914;254661
480875;4016;1544;499;108130;291511
480876;2478;2478;504;158143;294146
480877;4583;0;504;192676;358378
480878;1233;0;504;116039;215834
480879;1339;340;360;118930;221210
480882;1185;1185;419;71693;133349
480885;528;0;339;25408;47259
480886;2498;2498;428;169824;315872
480887;1567;588;428;75146;139773
480888;2197;2197;428;132248;245981
480889;394;394;419;22476;41805
480894;753;0;450;33965;63175
480895;1350;0;516;69739;129715
480896;598;0;525;52968;98521
480897;2062;0;650;75649;140709
480898;564;0;529;45391;84427
480951;540;0;443;27140;50481
480952;540;540;457;28125;52313
480953;515;0;462;28430;52879
480954;540;0;467;28382;52791
480955;540;0;472;28692;53367
480956;647;0;477;28996;53933
480957;647;0;482;28924;53799
480958;647;0;487;29229;54367
480959;3496;0;590;188556;350715
480960;4171;0;516;100471;186876
480961;2812;0;525;72476;134806
480962;695;0;516;31379;58365
480963;4326;0;450;136357;253625
480964;3352;0;450;81906;152346
480965;3598;0;450;232227;431943
480966;3437;1260;444;164146;295298
480967;609;0;441;27502;51154
480968;3057;0;441;80897;150469
480969;4282;0;450;171553;319089
480970;4235;0;450;114698;213339
480971;4198;0;450;105444;196127
480972;716;0;450;32133;59769
480973;524;0;441;42698;79418
480974;2967;0;441;148855;276871
480975;2230;0;450;86060;160071
480976;2289;0;450;94512;175793
480977;540;0;450;35890;66756
480978;540;0;450;40689;75682
480979;647;0;450;54357;101104
480980;540;0;450;28062;52196
480981;524;0;441;43258;80460
480982;540;0;441;35211;65493
480983;540;0;450;36604;68083
480984;1401;0;450;71618;133210
480985;229;229;450;48315;89867
480986;569;0;450;46458;86412
480987;540;0;450;33858;62977
480988;540;0;450;28062;52196
480989;540;175;441;34036;63308
480990;540;0;441;21759;40473
480991;2870;0;450;66745;124146
480992;625;0;450;28062;52196
480993;625;0;450;28062;52196
480994;2913;0;450;70232;130632
480995;3485;0;450;184838;343800
480996;625;0;450;28062;52196
480997;609;0;441;27501;51152
480998;2428;0;441;114112;212249
480999;1380;420;450;69521;129309
481000;625;0;450;28062;52196
481001;625;0;450;28062;52196
481002;625;0;450;28062;52196
481003;625;0;450;28062;52196
481004;540;0;450;19739;36715
481005;609;0;441;27439;51036
481006;599;0;441;27064;50340
481007;625;0;450;28062;52196
481008;679;0;450;30461;56657
481009;540;0;450;28842;53646
481010;625;0;450;28062;52196
481011;1709;0;450;46534;86553
481012;2961;0;560;147398;274160
481013;3496;0;555;82821;154048
481014;2246;0;541;87885;163466
481015;727;0;518;61035;113526
481016;812;0;450;36763;68380
481017;4444;0;450;162242;301771
481018;540;0;450;28062;52196
481019;625;0;2;28062;52196
481020;625;0;450;28062;52196
481021;679;0;528;30559;56839
481022;2774;0;441;59483;110638
481023;636;0;450;53722;99923
481024;2171;0;450;76781;142813
481025;540;0;450;40930;76130
481026;540;0;531;30732;57161
481027;540;0;533;31201;58035
481028;614;0;535;54150;100719
481029;540;0;512;29991;55784
481030;620;0;441;52419;97500
481031;540;0;450;28062;52196
481032;540;0;450;28062;52196
481033;540;0;450;39176;72868
481034;2256;0;450;104533;194431
481035;540;0;450;28062;52196
481036;1380;0;450;69290;128879
481037;390;390;441;28266;52575
481038;540;0;498;23470;43654
481039;554;0;509;43771;81415
481040;549;0;511;42618;79270
481041;540;0;513;27043;50300
481042;540;0;515;23851;44363
481043;540;0;517;41396;76997
481044;540;0;519;39817;74061
481045;573;0;494;47044;87503
481046;540;0;441;21760;40473
481047;2311;0;450;97430;181220
481048;3285;0;450;167354;311279
481049;1391;0;450;70291;130742
481050;540;0;450;28062;52196
481051;540;0;450;28062;52196
481052;2752;0;450;127403;236971
481053;2209;1201;441;82804;154016
481054;540;0;480;28813;53592
481055;695;0;491;58825;109415
481056;540;0;493;40320;74996
481057;2315;0;495;98181;182617
481058;1325;0;497;63139;117438
481059;1576;1576;499;76523;142333
481060;540;0;501;29706;55253
481061;390;150;476;28533;53073
481062;540;0;441;33169;61694
481063;545;0;450;42227;78543
481064;732;0;450;61899;115133
481065;2785;0;450;70845;131773
481066;1609;0;450;40871;76021
481067;625;0;450;28062;52196
481068;2175;0;493;92546;172136
481069;1412;0;487;72653;135135
481070;540;0;472;33675;62635
481071;515;0;498;41231;76690
481072;583;0;475;48607;90410
481073;540;0;476;34957;65020
481074;2219;201;479;84380;156946
481075;4576;0;481;195061;362813
481076;540;0;483;31597;58771
481083;2876;0;439;129526;240918
481088;2578;2578;323;213265;396673
481089;2189;2189;333;130694;243092
481090;4551;0;493;186405;346713
481091;2667;0;459;51641;96053
481092;3517;0;450;197148;366696
481093;3432;0;450;161237;299900
481094;3356;1772;450;196555;365593
481095;3576;0;450;223764;416201
481096;572;217;450;61400;114204
481097;2156;0;450;75024;139545
481098;3437;0;533;164908;306730
481099;2311;627;471;97049;180512
481100;4385;0;437;147390;274146
481101;540;0;450;28062;52196
481102;625;159;450;52802;98213
481103;3469;0;452;178236;654153
481104;3480;0;450;182811;340029
481105;4487;0;450;171414;318831
481106;705;0;527;31866;59271
481107;4315;0;577;132726;246870
481108;1798;1798;434;119286;221872
481109;3474;0;434;179808;334444
481110;578;0;476;48363;89956
481111;668;0;476;56122;104387
481112;2961;0;476;147834;274972
481113;2506;2506;495;172420;320701
481114;2465;0;495;118381;220189
481115;4257;0;523;119339;221970
481116;2246;0;519;87742;163201
481117;3598;0;511;232309;432096
481118;555;210;502;31580;58738
481119;2907;0;493;69424;129129
481123;540;0;370;18938;35226
481125;5329;0;1447;464541;864047
481251;5141;0;1035;400775;745442
481252;3300;0;1035;173195;322142
481253;6451;0;1287;123323;229382
481259;1814;1814;683;122376;227621
481261;2200;2200;710;133880;249018
481263;6520;2397;7048;401740;747236
481264;5811;2154;4108;293772;546417
481265;5461;2034;4068;240967;448200
481266;1299;104;382;80883;150442
481267;540;125;382;40937;76143
481268;619;619;382;38214;71078
481269;2185;0;382;115322;214499
481270;588;0;382;49429;91939
481271;3390;0;382;85981;159926
481272;898;0;513;57469;106892
481273;2000;670;437;118781;220933
481274;887;887;438;100305;186569
481275;624;624;406;33979;63202
481276;6086;0;440;81151;150941
481277;2737;2737;441;210577;391673
481278;1490;1490;396;130957;243580
481279;178;178;444;24562;45686
481280;893;0;345;56944;105917
481281;270;270;346;19989;37180
481282;6167;0;347;89833;167090
481283;2433;0;300;114355;212701
481284;540;0;300;22146;41193
481285;549;0;300;42583;79205
481286;636;0;300;53750;99976
481287;2672;0;300;51806;96359
481288;540;0;300;18440;34298
481289;797;0;300;35745;66487
481290;2252;0;300;89114;165752
481291;540;0;300;20760;38614
481292;2921;0;300;138892;258339
481293;609;0;300;27424;51009
481294;2385;0;300;107553;200049
481295;2854;0;300;125464;233363
481296;2871;0;300;128343;238718
481297;1464;1464;300;122009;226937
481298;962;492;295;21812;330627
481299;7124;0;299;198048;368370
481300;1058;0;353;23845;44352
481301;772;772;454;23398;43521
481302;772;772;397;23460;43636
481303;888;888;398;26905;50043
481304;1176;0;381;79814;148455
481305;540;0;459;41394;76993
481306;2874;0;460;77091;143389
481307;578;300;462;47766;88846
481308;877;0;428;39527;73520
481309;1723;1723;397;104452;194281
481310;2171;0;396;77578;144295
481311;1429;0;396;74415;138412
481312;2385;0;395;107179;199353
481313;2193;0;394;80345;149441
481314;711;0;394;60007;111614
481316;540;0;300;35066;65224
481317;540;0;308;41285;104258
481318;540;0;300;31350;58311
481319;2257;0;300;89782;166995
481320;2246;0;300;87898;163491
481321;1755;1755;300;110759;206012
481322;2994;0;382;76201;141734
481323;2252;0;382;88706;164994
481324;1675;1675;383;95524;177675
481325;2187;0;382;79497;147864
481326;1695;1695;382;99632;185316
481327;4209;0;382;108791;202351
481328;2396;0;300;108782;202334
481329;2481;0;300;120913;224899
481330;390;390;300;22146;41193
481331;200;200;300;18440;34298
481332;269;0;300;42113;78331
481333;540;0;300;18440;34298
481334;3576;0;300;220882;410840
481335;2470;0;300;119891;222998
481336;1316;0;300;74884;139285
481337;738;0;300;62091;115490
481338;1222;272;300;65370;121589
481339;2160;0;300;75730;140859
481340;3560;0;300;217066;403743
481341;390;390;300;29318;54532
481342;1204;1204;300;74121;137865
481343;1538;157;300;133129;247621
481344;564;0;300;24099;44825
481345;599;0;300;50477;93888
481346;2444;0;300;116289;216298
481347;3421;0;300;155280;288821
481348;583;0;300;48624;90441
481349;1385;0;300;69833;129891
481350;1429;0;300;74632;138815
481351;1355;0;300;70322;130799
481352;738;0;300;62206;115704
481353;3539;0;300;209122;388968
481354;2865;0;300;127455;237067
481355;578;300;300;47578;88495
481356;2455;0;300;116996;217613
481357;1287;0;300;62735;116688
481358;540;0;300;19934;37078
481359;1132;192;300;63834;118732
481360;2182;0;300;78778;146528
481361;2374;0;392;106091;197329
481362;2363;0;391;104216;193843
481363;2911;0;390;137020;254857
481364;540;0;390;21266;39555
481365;797;0;389;35960;66887
481366;330;330;391;26543;49370
481367;540;0;300;21802;40552
481368;3129;3129;300;132488;246428
481369;2209;0;300;82289;153059
481370;540;0;300;30972;57609
481371;540;0;300;33818;62902
481372;1698;1698;300;100077;186143
481373;540;0;300;36093;67134
481374;2785;2785;494;216794;403238
481375;845;0;382;38144;70949
481376;2485;945;382;162165;301627
481377;2407;0;382;110725;205949
481378;540;0;382;22045;41004
481379;4149;0;382;140235;260838
481380;588;0;382;49172;91461
481381;2407;0;300;111220;206870
481384;2204;0;300;81721;152001
481385;390;150;276;19852;36925
481386;390;150;300;22146;41193
481387;179;179;300;48303;89845
481388;2230;0;300;85660;159328
481389;2252;0;300;88910;165372
481390;2230;0;300;85993;159947
481391;2230;0;300;85471;158977
481392;540;0;330;25877;48131
481393;2235;808;330;86400;160705
481394;540;0;330;17721;32961
481395;540;0;430;20688;38480
481396;2348;0;430;101817;189379
481397;2385;0;430;107610;200156
481398;609;0;430;27469;51092
481399;2374;0;430;106280;197681
481400;3046;0;430;80159;149096
481401;553;0;415;25596;47609
481402;540;0;330;19076;35482
481403;390;390;300;18440;34298
481404;2300;0;300;95357;177365
481405;4524;0;300;179728;334295
481406;2390;0;300;123622;229938
481407;2289;0;300;94145;175110
481408;2315;1255;300;97891;182077
481409;390;390;292;18256;33957
481410;540;0;300;18440;34298
481411;1188;1188;300;72117;186624
481412;390;390;300;18440;34298
481413;1683;1683;300;97399;181163
481414;620;0;386;52273;97228
481415;465;465;386;21272;39567
481416;1363;0;385;67018;124654
481417;318;318;384;62980;117142
481418;2012;750;384;58493;108798
481419;390;390;383;21074;39198
481420;744;744;382;100020;186037
481421;2211;0;430;98247;182740
481422;2267;0;430;91242;169710
481423;4082;0;430;124578;231715
481424;2751;0;430;67535;125616
481425;623;0;430;55985;104132
481426;515;0;430;20688;38480
481427;515;0;430;20688;38480
481428;515;0;330;17721;32961
481429;515;0;330;17721;32961
481440;2625;2625;510;242069;450248
481448;2496;2496;346;174963;325432
481449;1819;1819;345;123334;229402
481454;3565;0;615;218390;406206
481455;2865;0;464;127459;237074
481456;2509;954;461;175319;326094
481457;2072;2072;791;178837;332638
481461;3411;0;860;89107;165740
481464;3752;0;510;296497;551485
481466;3453;0;431;170507;317144
481467;2454;2454;1811;465329;865513
481469;3925;157;1106;191912;356956
481470;4719;0;900;254804;473936
481475;5200;1701;1967;1015961;1889689
481477;488;488;485;64352;119695
481482;4219;0;300;110363;205275
481488;1680;1680;599;99995;185991
481499;4719;0;395;257056;478125
481522;2871;0;297;128573;239146
481523;2794;0;290;137207;255206
481599;540;0;300;7700;232429
481695;3491;3491;1499;287604;534943
481696;1167;1167;477;68524;127455
481697;4235;0;448;114952;213811
481717;2601;2601;506;228206;424464
481724;540;0;428;31325;58265
481725;1341;0;302;65088;121064
481726;3565;0;600;217945;405378
481727;2653;1002;528;256409;476921
481728;4378;0;1500;564720;1050379
481730;3667;0;548;260527;484581
481731;3881;0;688;352861;656321
481732;2465;555;697;119580;222419
481735;5217;1055;713;68832;128028
481736;5736;1380;702;72336;134546
481737;3965;0;697;198488;369188
481738;3093;969;681;142409;376562
481746;6006;0;680;71315;1217060
481747;5329;0;669;464673;864293
481748;5461;2605;892;108678;202142
481749;2731;0;718;56098;104343
481750;2731;0;716;56343;104798
481751;2694;0;674;53261;99065
481752;711;0;440;32034;59584
481753;625;0;449;28044;52161
481754;625;0;449;28044;52161
481766;4810;0;494;286613;533100
481770;3658;1374;529;363818;676702
481771;4933;0;625;329154;612226
481772;5601;0;634;557093;1036194
481773;5200;0;514;419323;779942
481776;4906;2684;521;320924;596919
481777;22752;0;15787;326408;607120
481811;1675;0;507;47100;87606
481813;540;0;11467;2500;1088459
481814;3539;0;431;207229;385447
481815;5808;0;987;471171;876378
481816;6204;0;839;93798;174466
481817;4762;0;846;271561;505104
481818;3586;3586;848;331390;616387
481820;3694;0;962;348212;647676
481821;4715;0;1127;705059;1311411
481822;4455;0;1127;164781;306493
481823;1548;1548;871;775450;1442338
481824;1548;1548;880;775547;1442517
481825;4242;4242;880;1164181;2165377
481826;2329;2329;880;370244;688654
481827;2896;0;880;68934;128217
481828;3848;0;1135;339842;632107
481829;2828;2828;1138;356521;663129
481830;3496;480;452;189814;353054
481831;540;0;568;29351;54593
481832;1458;1458;607;52096;856048
481833;3550;0;658;210750;391996
481834;2105;2105;629;202757;377129
481835;3506;0;513;194694;362131
481836;3458;1555;449;174046;395390
481837;3506;0;557;194190;361194
481840;3646;0;589;251813;468372
481841;3546;3546;440;260650;484809
481844;2481;0;449;121225;225480
481845;3469;0;503;176139;327620
481846;3554;0;614;213060;396292
481847;4337;0;614;137135;255072
481848;3453;0;486;170086;316360
481849;2487;0;449;121726;226411
481850;3528;0;615;203412;378346
481853;4444;1218;589;162627;547448
481854;1752;0;589;48917;318807
481855;3491;0;287;186788;347427
481856;2888;0;297;133171;247699
481857;2646;0;557;49964;92934
481858;2503;0;449;123912;230476
481859;2757;0;508;128938;239824
481860;2348;0;597;102396;190457
481861;3902;532;596;360175;669926
481864;5174;2587;557;410098;762783
481865;3411;3411;449;250639;466189
481866;3396;1284;441;245084;423462
481867;1752;0;589;48917;90986
481868;2825;1059;589;354994;660290
481869;3737;0;832;291676;542517
481870;3502;0;828;191843;356828
481875;4476;0;449;169110;314545
481876;3704;0;449;276006;513372
481877;2444;1101;450;115297;214452
481878;3458;3458;441;173622;322937
481879;2348;0;786;102123;189950
481880;3653;0;449;329393;612671
481881;2731;0;449;56466;105028
